Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Serbia;NP Đerdap;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;1;1
Serbia;NP Đerdap;Fishing;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Fishing;Economic importance of value;Local people living in the PA;2;1
Serbia;NP Đerdap;Traditional agriculture;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Traditional agriculture;Economic importance of value;Local people living in the PA;1;1
Serbia;NP Đerdap;Livestock grazing;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Livestock grazing;Economic importance of value;Local people living in the PA;1;1
Serbia;NP Đerdap;Commercial & non-commercial water use;Importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Cultural & historical values;Importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Cultural & historical values;Economic importance of value;Local people living in the PA;0;1
Serbia;NP Đerdap;Specific site value;Importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Medicinal herbs;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Medicinal herbs;Economic importance of value;Local people living in the PA;0;1
Serbia;NP Đerdap;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Tourism & recreation;Importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Tourism & recreation;Economic importance of value;Local people living in the PA;1;1
Serbia;NP Đerdap;Building knowledge;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Building knowledge;Economic importance of value;Local people living in the PA;0;1
Serbia;NP Đerdap;Formal & informal education;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Formal & informal education;Economic importance of value;Local people living in the PA;0;1
Serbia;NP Đerdap;Genetic material;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Genetic material;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Soil stabilization;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Flood prevention;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Water quality & quantity;Importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Pollination & honey production;Economic importance of value;Local people living in the PA;2;0
Serbia;NP Đerdap;Nature materials;Importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Nature materials;Economic importance of value;Local people living in the PA;0;0
Serbia;NP Đerdap;Wood;Importance of value;Local people living in the PA;1;0
Serbia;NP Đerdap;Wood;Economic importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Nature conservation;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Hunting;Importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Hunting;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Wild food plants and mushrooms;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Fishing;Importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Fishing;Economic importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Traditional agriculture;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Traditional agriculture;Economic importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Livestock grazing;Importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Livestock grazing;Economic importance of value;Local people living in the PA;2;0
Albania;NP Divjakë-Karavasta;Commercial & non-commercial water use;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Cultural & historical values;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Specific site value;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Medicinal herbs;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Tourism & recreation;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Tourism & recreation;Economic importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Building knowledge;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Formal & informal education;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Genetic material;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Genetic material;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Climate change mitigation;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Climate change mitigation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Soil stabilization;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Soil stabilization;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Flood prevention;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Flood prevention;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Water quality & quantity;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Water quality & quantity;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Pollination & honey production;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Pollination & honey production;Economic importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Nature materials;Importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Nature materials;Economic importance of value;Local people living in the PA;0;0
Albania;NP Divjakë-Karavasta;Wood;Importance of value;Local people living in the PA;1;0
Albania;NP Divjakë-Karavasta;Wood;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Nature conservation;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Nature conservation;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Jobs in Protected Areas;Importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Jobs in Protected Areas;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Hunting;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Hunting;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Wild food plants and mushrooms;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Wild food plants and mushrooms;Economic importance of value;Local people living in the PA;2;1
Albania;NP Dolina Valbona;Fishing;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Fishing;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Traditional agriculture;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Traditional agriculture;Economic importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Livestock grazing;Importance of value;Local people living in the PA;2;0
Albania;NP Dolina Valbona;Livestock grazing;Economic importance of value;Local people living in the PA;0;1
Albania;NP Dolina Valbona;Commercial & non-commercial water use;Importance of value;Local people living in the PA;2;0
Albania;NP Dolina Valbona;Commercial & non-commercial water use;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Cultural & historical values;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Cultural & historical values;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Specific site value;Importance of value;Local people living in the PA;2;0
Albania;NP Dolina Valbona;Medicinal herbs;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Medicinal herbs;Economic importance of value;Local people living in the PA;1;1
Albania;NP Dolina Valbona;Medicinal herbs;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Tourism & recreation;Importance of value;Local people living in the PA;1;0
Albania;NP Dolina Valbona;Tourism & recreation;Economic importance of value;Local people living in the PA;2;1
Albania;NP Dolina Valbona;Building knowledge;Importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Building knowledge;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Formal & informal education;Importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Formal & informal education;Economic importance of value;Local people living in the PA;0;0
Albania;NP Dolina Valbona;Genetic material;Importance of value;Local people living in the PA;0;0
