Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Albania	NP Butrinti	Values related to food	Traditional agriculture	Economic importance of value	Local people living in the PA	0	1
Albania	NP Butrinti	Values related to food	Livestock grazing	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Values related to food	Livestock grazing	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Values related to water	Commercial & non-commercial water use	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Values related to water	Commercial & non-commercial water use	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Cultural and historical values	Cultural & historical values	Importance of value	Local people living in the PA	2	0
Albania	NP Butrinti	Cultural and historical values	Cultural & historical values	Economic importance of value	Local people living in the PA	1	1
Albania	NP Butrinti	Cultural and historical values	Specific site value	Importance of value	Local people living in the PA	1	0
Albania	NP Butrinti	Health and recreation values	Medicinal herbs	Importance of value	Local people living in the PA	1	0
Albania	NP Butrinti	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	1
Albania	NP Butrinti	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Health and recreation values	Tourism & recreation	Importance of value	Local people living in the PA	1	0
Albania	NP Butrinti	Health and recreation values	Tourism & recreation	Economic importance of value	Local people living in the PA	1	1
Albania	NP Butrinti	Knowledge	Building knowledge	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Knowledge	Building knowledge	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Knowledge	Formal & informal education	Importance of value	Local people living in the PA	1	0
Albania	NP Butrinti	Knowledge	Formal & informal education	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Knowledge	Genetic material	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Knowledge	Genetic material	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Climate change mitigation	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Climate change mitigation	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Soil stabilization	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Soil stabilization	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Flood prevention	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Flood prevention	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Water quality & quantity	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Water quality & quantity	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Environmental services	Pollination & honey production	Importance of value	Local people living in the PA	2	0
Albania	NP Butrinti	Environmental services	Pollination & honey production	Economic importance of value	Local people living in the PA	1	1
Albania	NP Butrinti	Materials	Nature materials	Importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Materials	Nature materials	Economic importance of value	Local people living in the PA	0	0
Albania	NP Butrinti	Materials	Wood	Importance of value	Local people living in the PA	1	0
Albania	NP Butrinti	Materials	Wood	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Nature conservation values	Nature conservation	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Nature conservation values	Nature conservation	Economic importance of value	Local people living in the PA	1	1
Serbia	NP Đerdap	Management values	Jobs in Protected Areas	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Management values	Jobs in Protected Areas	Economic importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Hunting	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Hunting	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Values related to food	Wild food plants and mushrooms	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Wild food plants and mushrooms	Economic importance of value	Local people living in the PA	1	1
Serbia	NP Đerdap	Values related to food	Fishing	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Fishing	Economic importance of value	Local people living in the PA	2	1
Serbia	NP Đerdap	Values related to food	Traditional agriculture	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Traditional agriculture	Economic importance of value	Local people living in the PA	1	1
Serbia	NP Đerdap	Values related to food	Livestock grazing	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Values related to food	Livestock grazing	Economic importance of value	Local people living in the PA	1	1
Serbia	NP Đerdap	Values related to water	Commercial & non-commercial water use	Importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Values related to water	Commercial & non-commercial water use	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Cultural and historical values	Cultural & historical values	Importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Cultural and historical values	Cultural & historical values	Economic importance of value	Local people living in the PA	0	1
Serbia	NP Đerdap	Cultural and historical values	Specific site value	Importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Health and recreation values	Medicinal herbs	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	1
Serbia	NP Đerdap	Health and recreation values	Medicinal herbs	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Health and recreation values	Tourism & recreation	Importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Health and recreation values	Tourism & recreation	Economic importance of value	Local people living in the PA	1	1
Serbia	NP Đerdap	Knowledge	Building knowledge	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Knowledge	Building knowledge	Economic importance of value	Local people living in the PA	0	1
Serbia	NP Đerdap	Knowledge	Formal & informal education	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Knowledge	Formal & informal education	Economic importance of value	Local people living in the PA	0	1
Serbia	NP Đerdap	Knowledge	Genetic material	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Knowledge	Genetic material	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Climate change mitigation	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Climate change mitigation	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Soil stabilization	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Soil stabilization	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Flood prevention	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Flood prevention	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Water quality & quantity	Importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Environmental services	Water quality & quantity	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Environmental services	Pollination & honey production	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Environmental services	Pollination & honey production	Economic importance of value	Local people living in the PA	2	0
Serbia	NP Đerdap	Materials	Nature materials	Importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Materials	Nature materials	Economic importance of value	Local people living in the PA	0	0
Serbia	NP Đerdap	Materials	Wood	Importance of value	Local people living in the PA	1	0
Serbia	NP Đerdap	Materials	Wood	Economic importance of value	Local people living in the PA	2	0
Albania	NP Divjakë-Karavasta	Nature conservation values	Nature conservation	Importance of value	Local people living in the PA	1	0
Albania	NP Divjakë-Karavasta	Nature conservation values	Nature conservation	Economic importance of value	Local people living in the PA	0	0
Albania	NP Divjakë-Karavasta	Management values	Jobs in Protected Areas	Importance of value	Local people living in the PA	0	0
Albania	NP Divjakë-Karavasta	Management values	Jobs in Protected Areas	Economic importance of value	Local people living in the PA	0	0
Albania	NP Divjakë-Karavasta	Values related to food	Hunting	Importance of value	Local people living in the PA	2	0
Albania	NP Divjakë-Karavasta	Values related to food	Hunting	Economic importance of value	Local people living in the PA	0	0
